"ef_regulation","ef_trade","ef_money","ef_legal","ef_government","pf_identity","pf_expression","pf_association","pf_religion","pf_movement","pf_ss","pf_rol","pf_ss_homicide","pf_ss_disappearances_disap","pf_ss_disappearances_violent","pf_ss_disappearances_organized","pf_ss_disappearances_fatalities","pf_ss_disappearances_injuries"
7.28756148,8.151035,9.660608129,7.336152203,4.718226179,10,9.357142857,9.666666667,9.053703704,10,9.767980469,7,9.477407952,10,10,10,10,9.96600061
7.596205383,6.045200573,5.684302132,3.826878932,5.862610194,5,7.488095238,6.083333333,8.027777778,3.333333333,7.559877063,4.805554,6.512964523,10,10,7.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
8.227908446,8.534148647,9.236010635,5.554124716,5.475192339,10,7.125,8.1832537429692,8.874444444,10,8.581983432,6,8.040905885,10,10,0,9.581028993,8.944193062
6.588977065,8.005236666,9.53234816,8.214923371,5.413564333,10,8.988095238,10,8.159074074,10,9.812207234,7.9,9.603288369,10,10,10,10,10
6.793329869,6.907927467,8.15725777,5.35262681,7.153987017,5,9.297619048,8.833333333,7.612962963,10,8.81737895,5.4,9.285470183,10,10,7.5,10,10
6.327055403,7.667340405,9.626311091,5.549477019,5.605110487,10,9.071428571,10,9.242222222,10,9.642231255,6.1,9.468709247,10,10,7.5,9.969988942,9.819933651
6.40058463,8.292361918,9.402582796,3.910778299,7.754311588,10,6.880952381,8.5,8.718518519,10,6.5,4.6,0,10,10,7.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.293219592,6.17511447,6.264451471,2.947435143,4.250644109,5,7.25,7.45529514655592,9.272222222,10,6.422180355,3.662794,5.810474477,10,10,2.5,9.780332945,10
7.526842548,7.028585286,7.943806352,4.355588596,4.811764706,5,8.604166667,7.12136104853849,9.908333333,10,7.741319596,4.846367,3.723958787,10,10,7.5,10,10
7.942366028,7.047652896,8.648399333,2.398317462,7.895399904,7.5,8.678571429,6.75,7.931481481,10,8.301871434,3.649189,7.57228097,10,10,5,10,10
6.941735162,7.625105789,9.23598086,3.899642416,8.113235294,7.5,6.321428571,6.916666667,8.673703704,10,6.159475923,4.302196,0,5,10,7.5,9.917029879,9.975108964
9.108180293,9.371583573,9.278174583,8.357444233,9.353996156,10,9,9.416666667,8.905185185,10,9.632483964,7.5,9.730785225,10,10,10,10,10
7.604687261,7.951280637,9.534907281,6.267231415,5.006661899,10,9.345238095,10,9.674074074,10,9.587245965,6.4,9.441707764,10,10,7.5,9.933483992,10
7.934242879,6.541511404,6.546670689,8.450095673,5.009215894,10,9.604166667,10,8.847222222,10,9.957817387,7.798499,9.873452162,10,10,10,10,10
6.405709558,6.217407819,6.552301128,5.674419407,7.078305818,5,8.546582467,8.833333333,8.462592593,6.666666667,7.062918978,4.3,8.490484159,0,9.693917641,5,9.784781552,9.845998024
6.161417348,6.863113999,7.706770722,4.417384011,7.583684835,7.5,8.404597882,7.833333333,5.689814815,8.333333333,9.088785983,4.6,9.780897906,10,10,7.5,9.979109259,9.948190962
5.012119844,5.034238654,8.178708931,4.345064494,6.954937018,0,4.130408112,3.34269183171636,5.404166667,1.666666667,7.514828437,4.3,8.797626167,0,9.398360723,2.5,9.561210452,9.774724541
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.858008652,8.702519562,9.121909441,7.913234594,5.215224362,10,9.595238095,10,6.950925926,10,9.669879698,7.893729,9.509639094,10,10,7.5,10,10
6.581246385,8.293787379,8.844683507,5.89349268,6.063765424,10,7.738095238,9.5,9.610740741,3.333333333,8.635405183,6.696551,9.295531925,10,0,5,9.955470058,8.931281394
6.82464331,7.847124131,9.583731365,5.820239926,4.769358724,10,9.047619048,10,7.594444444,10,9.812094768,6.7,9.604304715,10,10,10,10,9.99323128
7.404310943,7.243419053,8.216578476,4.698645027,8.738907078,7.5,9.3125,8.83487057531575,9.341666667,10,6.5,4.6,0,10,10,7.5,10,10
7.733073426,7.364378223,9.773994884,7.354360316,5.386313598,10,9.44047619,7.5,8.568148148,10,9.947523979,7.3,9.842571938,10,10,10,10,10
8.087371698,7.870655092,9.22528564,4.961290778,5.983164839,5,7.714285714,2.583333333,5.05962963,5,8.63395247,5.3,9.401857409,10,10,10,10,10
7.832050236,5.736711686,8.291839231,5.632285943,7.834591815,10,5.761609954,5.083333333,7.733888889,6.666666667,8.374293818,4.6,5.622881455,10,10,7.5,10,10
7.413328052,6.875359071,8.646919611,3.890623094,7.655819515,5,7.966391122,8.333333333,8.317037037,5,7.534588288,4.3,8.103764864,5,10,2.5,10,10
6.745150766,7.574938703,9.489224085,6.3863536,6.572400084,10,8.095238095,9.333333333,8.725925926,8.333333333,9.718882185,7.5,9.656646556,10,10,7.5,10,10
7.928241009,7.543013118,7.866171643,5.719143154,6.439060747,2.5,6.404761905,4.5,7.444814815,5,8.490456535,6.234005,9.30470294,10,10,7.5,10,10
7.311285447,6.370803189,8.34407876,4.458817066,8.074685673,10,5.770833333,2.78569435801474,6.896666667,6.666666667,7.898405173,4,6.861882185,10,10,2.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.684573106,8.12917906,8.89630575,6.373606764,5.583916513,10,8.392857143,9.166666667,7.616296296,10,9.162101357,6.574112,7.986304071,10,10,7.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.054048539,6.122930067,7.654348381,4.429826084,4.898421375,2.5,7.145833333,9.18686484790102,7.813888889,8.333333333,4.833333333,5.091245,0,10,10,7.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.730571113,7.681589782,9.155141625,6.439156813,6.72686248,10,9.797619048,9.25,9.194074074,10,8.939652332,6.5333,6.818956997,10,10,10,10,10
7.078142468,8.306110119,9.554107351,8.314508344,4.288814903,10,7.875,9.10991165632493,8.303333333,10,9.86566696,7.975355,9.597000881,10,10,10,10,10
7.988681588,7.483356715,7.956117682,5.178872555,5.83338075,10,6.770833333,8.35994327691296,8.559444444,10,9.045792072,5.6,9.323375025,10,10,7.5,10,9.903339289
5.831689786,6.19683448,7.549208076,3.058636334,8.753676471,5,7.745953839,6,8.185185185,8.333333333,8.274206794,4.9,6.329102591,10,10,2.5,9.967588957,10
7.047860492,6.167159095,5.715575539,5.433458762,6.716160442,7.5,6.5625,6.65893385966391,9.118888889,8.333333333,8.787816373,4.8,9.130115786,10,10,7.5,10,10
8.01733383,7.085979879,6.501950184,5.327259454,6.047415075,2.5,6.202380952,5.166666667,7.519444444,6.666666667,9.172999801,5.8,9.187115064,10,10,10,10,9.992755036
6.742571212,6.330851868,6.758076755,3.941480492,6.450980392,5,9.488095238,7.75,6.837037037,8.333333333,5.483118734,4.873576,5.128029916,10,7.124586925,2.5,9.315377839,10
7.20185674,8.143173223,9.460859478,7.6121345,5.795373968,10,9.69047619,10,7.651851852,10,9.871189524,7.512808,9.613568573,10,10,10,10,10
7.017697352,5.939065548,6.708482299,3.687544619,6.843137255,5,8.06875919,6.666666667,6.475925926,5,6.678496753,4.3158,5.652482815,10,10,2.5,9.8098654,9.77183848
7.699932463,8.342239587,9.197914738,6.234073113,7.792441486,7.5,7.69047619,8.583333333,9.383333333,10,9.52502475,6.655738,8.778158621,10,10,10,9.465567446,9.519010701
6.667532209,7.052849345,7.967583485,4.531164097,6.437894695,10,8.629605701,7.25,7.077777778,10,7.15848731,4.2,3.142128597,5,10,7.5,10,10
6.739771509,6.807412667,7.74217536,5.348592788,6.666878204,10,9.3125,7.22715167677673,9.002222222,8.333333333,8.386722059,4.2,7.59767971,5,10,5,10,7.81243234
7.648912426,6.987177179,7.978782173,5.418619752,7.109886244,10,7.952380952,5.166666667,8.512962963,10,8.294554654,5.3,6.716997297,10,10,5,10,10
7.839148526,7.931435034,8.192860908,6.290500762,5.539215686,10,6.416666667,9.3144394772398,7.819444444,10,9.383788337,5.499373,8.651365011,10,10,7.5,10,10
5.905438694,6.544660764,7.01722236,5.477703161,6.334924669,5,7.860104949,5.666666667,6.14537037,8.333333333,8.653276486,4,9.459829458,10,10,5,10,10
5.631418652,6.27020002,6.533824189,4.176898183,4.742369569,2.5,7.214285714,7.5,7.887037037,5,8.089082849,4.846367,8.600581881,10,10,5,10,10
4.146089699,1.781688889,6.253262802,3.072222222,5.842701037,7.5,7.985699031,5.94038402218248,9.888888889,3.333333333,8.210892772,3.445125,9.293985686,0,8.728263939,2.5,9.692106006,9.939759871
7.826115422,6.322957206,6.094832173,7.061469987,7.322944452,7.5,8.94047619,7.25,8.628148148,10,6.023650574,5.798668,2.737618388,10,10,7.5,10,10
5.755432535,6.510982728,6.125604383,3.287601955,7.600516494,7.5,9.072919782,7.75,9.673703704,8.333333333,8.236411629,5.1,8.794365363,10,10,7.5,9.750695898,8.990318387
7.718534727,8.539569373,9.502855238,7.999839353,3.445800611,10,9.678571429,10,7.291666667,10,9.801860557,8.3,9.629516605,10,10,10,9.858845822,9.854812845
8.699950722,8.732965358,9.697562911,8.652691856,5.562785334,10,8.619047619,10,9.901851852,10,9.793376419,8.1,9.380129257,10,10,10,10,10
7.16025069,7.79619429,8.706500255,4.190945174,7.616261783,10,6.928571429,6.916666667,8.622222222,10,7.946245981,4.3,4.338737944,10,10,7.5,10,10
6.087388225,4.365887864,6.503246434,3.729783024,7.799353529,7.5,8.023809524,8.083333333,8.1,6.666666667,8.133991504,4.723929,8.052111982,10,10,5,9.620587264,9.962058726
7.343392026,5.70260487,6.162881446,3.714244303,6.525493512,5,7.050334394,7.25,8.451481481,5,6.754709618,3.7,5.712915418,5,9.125660019,5,9.317798928,9.979274904
7.285826897,7.464436742,9.235627156,8.762084621,4.737678578,10,7.845238095,10,9.945925926,10,9.864342466,8.7,9.759694066,10,10,10,10,10
8.805751089,8.004691359,7.339182004,6.057646159,5.421994711,0,4.833333333,1.583333333,6.892592593,5,8.606656287,6.410861,9.486635527,10,10,10,10,10
6.208094662,6.312682821,5.980820362,3.425599906,8.652520436,0,9.089667042,7.25,7.482962963,5,5.252718378,3.5,7.00903169,0,0,2.5,7.054766615,5.857517271
6.813539033,8.245651861,9.087779189,4.937427125,7.183082225,10,9.452380952,9,7.627777778,10,7.816988774,4.9,3.719591494,10,10,10,9.906874132,10
8.44678574,6.947847089,7.035796486,4.514389987,7.228459273,7.5,7.0625,5,5.3,10,7.9539205,4.234174,6.861761499,10,10,7.5,10,10
5.944894268,7.222420471,8.700206712,3.513712076,7.408535622,10,7.226190476,6.666666667,8.855185185,8.333333333,7.880283206,4.247778,4.640849618,10,10,5,10,10
7.130325355,8.561876634,9.233850346,5.089294438,7.511486396,7.5,8.523809524,7.5,6.218518519,10,8.996306613,5.4,7.8266121,10,9.42531722,7.5,9.781620544,9.93793426
6.569382009,6.680709365,7.978166838,4.169604137,7.878782657,10,7.869047619,7.583333333,9.244444444,8.333333333,7.549486486,4.2,6.058159454,5,6.768627634,2.5,9.450594408,9.232277975
7.27447674,7.423189552,9.323235625,6.161716595,5.625616977,10,9.595238095,8.333333333,8.65037037,10,9.828483871,7.5,9.485451614,10,10,10,10,10
6.375332768,8.111799685,9.607184676,6.805971932,4.967134637,10,8.19047619,10,9.324074074,10,9.83740777,6.6,9.512223309,10,10,10,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.972524428,8.062676566,9.034164347,6.018657889,7.144150277,10,7.678571429,9.166666667,9.731481481,10,9.743265841,6.3,9.229797524,10,10,10,10,10
6.28233814,5.589686046,8.295709947,5.315698972,6.662517076,10,7.073076875,5.75,7.266296296,6.666666667,6.858035393,4.3,4.025973291,0,8.375183357,5,9.670834559,9.694646528
8.302296004,6.15895504,7.507177264,6.531012413,5.930262696,7.5,9.104166667,6.76442261876214,7.527777778,10,8.15405882,5.07764,8.864040257,10,0,7.5,9.866365267,8.957649082
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.429746154,7.017286876,7.022961728,3.945969026,5.821323529,0,8.428571429,7.75,9.623703704,8.333333333,7.811855607,5,6.596120166,10,10,7.5,9.76097364,9.936259637
6.818038378,7.269458857,7.720103242,4.760331028,6.350908056,10,8.380952381,7.583333333,8.453333333,10,9.047616868,4.7,9.320445029,10,10,7.5,10,9.945361215
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.995922517,6.180118251,7.540145014,3.59691425,7.588235294,5,6.5625,5.28391254024015,9.944444444,5,7.443929938,4.8,8.998456482,10,10,7.5,10,10
8.671883898,9.396267649,9.164170864,8.239209844,8.366176471,7.5,6.964285714,4.25,5.198518519,6.666666667,9.946296305,8.3,9.838888914,10,10,10,10,10
7.584490123,8.056585384,9.721228119,5.950274389,5.804932715,10,9.261904762,9.333333333,9.337037037,10,9.807433047,6.288422,9.422299142,10,10,10,10,10
7.05378853,7.629944586,9.632825551,6.212338998,4.57109375,10,9.297619048,8.75,7.155925926,10,9.748174991,6.7,9.744524974,10,10,7.5,10,10
7.282796454,6.955698008,7.917821412,5.440178894,6.524559096,7.5,9.142857143,8.916666667,8.030555556,8.333333333,5.055555556,5.4,0,10,10,2.5,10,10
6.879184936,7.857421772,9.571659823,6.670849681,5.387329945,10,9.261904762,10,9.364444444,10,8.977672031,7.3,9.645408932,0,10,7.5,9.978431051,9.792938093
6.448350271,6.84160273,6.694312213,5.125567577,6.626552979,2.5,6.262171923,7.75,9.110740741,5,6.210722399,5.2,7.810221087,0,0,1.25,6.662529864,4.530534016
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.469494745,8.260457982,9.570916568,8.407310036,3.249236871,10,9.761904762,10,8.878148148,10,9.811304064,8.5,9.60057886,10,10,10,10,10
8.55705878,7.391276,9.290415609,8.50594305,7.547175028,10,9.654761905,10,9.146666667,10,9.856556911,7.920938,9.736337398,10,10,10,10,10
5.491228546,5.98212025,7.299451527,3.987168265,6.204252022,2.5,4.038543637,1.666666667,7.611111111,5,7.917458752,4.832763,9.085709588,5,10,5,10,10
6.944273691,7.460282483,9.64933058,6.761506396,6.133435978,10,9.345238095,8.333333333,6.405925926,10,8.450705768,6.859803,9.685450636,10,10,5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.351086458,6.526322955,7.525472569,5.458497088,6.237251563,2.5,7.119047619,7.25,7.64037037,8.333333333,7.98656481,4.7,6.626361096,10,10,7.5,10,10
7.009227068,6.856873453,7.08319804,5.435372158,7.08316679,10,6.797619048,8.333333333,8.305555556,10,8.367849919,5.6,7.785348905,5,9.312220157,5,8.654343785,8.624440314
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.529284129,6.057583013,6.632472381,2.352799998,7.266970807,2.5,6.904761905,6.083333333,8.559259259,5,7.308345066,4.247778,6.158368531,10,10,7.5,10,10
7.284229946,7.67675083,8.064389549,4.769333523,5.252646658,5,8.875,9.85885458435018,9.75,10,5.666666667,5.200079,0,10,10,7.5,10,10
7.361697773,6.197386962,6.807045722,6.124988346,7.050671921,5,4.407027242,4.166666667,4.937592593,5,8.676862418,5.2,9.030587253,10,10,7.5,10,10
5.934040053,7.450999066,8.914515341,5.269533099,6.360081744,10,6.18448625,5.916666667,5.73462963,10,8.615066392,4.8,7.929889443,10,9.378555652,1.25,9.91589475,9.8654316
8.003560176,7.156655056,8.396114969,4.766765832,8.454039905,2.5,8.333333333,6.083333333,7.4,3.333333333,6.682468087,4.1,6.05393585,5,7.57922655,5,9.888115513,10
6.437643765,6.685324718,5.320438804,4.622870965,6.407743629,10,8.642857143,7.083333333,8.956296296,8.333333333,9.181657454,4.7,8.051920832,10,10,7.5,10,9.965257647
7.699233576,8.192984418,8.133430986,5.833073473,7.165648879,0,6.571428571,4,6.024074074,1.666666667,8.44754353,6.5,9.675963923,10,10,10,10,10
8.375695206,8.744129244,9.49970785,7.979651347,5.814252083,10,9.428571429,10,7.848148148,10,9.790725953,7.7,9.549763612,10,10,10,9.983942519,9.961462046
8.791542405,7.723552058,9.604751278,7.188373526,6.448248918,10,9.476190476,8.833333333,8.979259259,8.333333333,9.237904539,6.8,7.987561026,10,9.511036762,10,9.98044147,9.972618059
6.20734731,8.096975402,8.834976429,5.767748708,6.367840165,10,9.30952381,10,9.938888889,10,9.103909344,6.4,7.311728033,10,10,10,10,10
5.431995606,3.480834221,5.510374728,2.495725145,4.875019795,10,6.664591512,5.583333333,7.926296296,8.333333333,6.325093473,3.1,0,10,10,5,9.883398199,9.993003892
6.65803291,6.186081053,5.941766581,5.874409133,7.598794216,10,4.650352331,2.75,5.872037037,5,9.812254627,5.6,9.436763881,10,10,10,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.492801082,7.121768986,8.546881793,5.800973861,7.695327777,2.5,7.25,4.25,7.558148148,8.333333333,8.084316121,4.4,7.586281697,10,10,10,10,10
4.618466689,4.866494346,0.9475,3.709229202,8.366911765,5,6.214285714,4.416666667,8.341111111,1.666666667,7.465895373,3.7,7.981019453,0,10,1.25,10,10
6.297380533,6.851790312,9.395341229,5.312341118,8.238315435,7.5,7.666666667,8.83258107228403,9.195,10,9.029957594,4.9,8.756539449,10,10,10,10,10
4.85972249,5.750998127,7.614566219,4.060308332,3.494739302,0,6.702380952,4.416666667,4.354074074,5,7.92982733,4.465447,9.623645126,10,6.758528906,5,7.619096453,8.11822563
4.689604405,5.008327038,5.032836388,3.342153185,3.970588235,2.5,7.880952381,2,6.910555556,3.333333333,8.085845026,3.812441,8.257535077,5,10,7.5,10,10
5.409338185,6.759203265,6.895768048,4.286501504,6.068741798,10,8.630952381,9.083333333,8.857407407,10,8.832282843,5.3,6.996848529,10,10,7.5,10,10
7.028465944,7.648547195,8.882498088,5.60380821,8.762804536,10,5.702867648,7.29588755120812,7.364444444,6.666666667,9.55528353,4.859971,8.665850589,10,10,7.5,10,10
8.530510692,7.472368406,9.42573294,8.177172965,6.798495352,10,9.392857143,10,9.574074074,10,9.781389454,7.8,9.510835028,10,10,10,10,10
7.489224873,8.031632781,9.543622926,8.375655024,5.065514775,10,9.333333333,8.666666667,8.394814815,10,9.851701422,7.7,9.721770933,10,10,10,10,10
7.012422836,6.433359526,6.303003547,6.154806351,4.860728883,7.5,6.41111218,4.5,6.47962963,6.666666667,9.434614472,4.3158,9.129440026,10,8.858890385,7.5,9.809815064,9.7033115
9.139999773,6.731119513,6.822533439,6.94207022,8.287745318,10,9.125,7.25,8.782777778,10,7.208487727,6.424465,1.625463181,10,10,7.5,10,10
8.434764835,7.758144128,9.089656308,5.239073753,6.583811188,5,6.464285714,5.333333333,5.944074074,8.333333333,8.606584285,6.084358,9.784674185,10,10,7.5,9.700936368,9.641123642
6.309904565,5.983191809,6.386137154,2.851093913,8.829677352,0,8.073733094,6.083333333,6.065740741,6.666666667,7.849297725,3.5,8.898161331,5,10,5,9.979839497,9.935486392
7.08865349,6.628622821,6.048770234,7.056191275,4.276186088,5,9.125,9.04219383370022,9.338333333,10,8.894173617,6.91422,6.682520851,10,10,9.20182819475018,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.512504186,8.162656345,9.479875854,7.141006409,4.197427472,10,9.714285714,9.666666667,8.277407407,10,9.69334293,7.5,9.246695456,10,10,10,10,10
9.146995581,6.597513216,8.180283311,5.249363033,7.408377411,7.5,8.833333333,9.5,9.119444444,10,6.666666667,5.009618,0,10,10,6.69983902535004,10,10
6.41635253,6.051983256,6.11037092,4.733021327,6.623973118,5,9.119047619,8.083333333,8.818518519,6.666666667,8.379814394,4.50626,7.372776514,10,10,4.52811018110865,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.569014972,7.138685833,7.973762549,3.405096085,6.356922183,10,7.369047619,7.5,8.262222222,10,8.516649297,3.7,6.54994789,10,10,5,10,10
7.120086331,7.370581415,7.908479501,3.97618407,6.439782011,10,7.875,9.29721391516007,8.192777778,6.666666667,9.552278477,6.1,9.298543761,10,10,7.5,9.822864586,9.468593758
7.392168657,7.069327172,8.695810526,6.693737972,4.423361116,2.5,8.011904762,6.666666667,8.405925926,8.333333333,7.519474762,6.2,4.225090952,10,10,10,10,10
4.332831552,7.081897337,7.865100597,4.998883835,7.289832782,10,8.714285714,8.333333333,9.316296296,10,6.829707336,5.5,0.489122007,10,10,10,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.531149683,7.682349844,8.73724596,4.977864597,6.906896137,10,7.547619048,9.416666667,7.978148148,10,9.694642842,5.3,9.083928525,10,10,10,10,10
7.590190317,5.948204959,6.638917169,4.614821939,4.974509804,7.5,8.845238095,7.666666667,8.612222222,10,8.324194526,4.9,9.705916911,10,10,7.5,10,10
6.594974521,4.934625489,6.041816511,2.952344821,4.544596232,5,6.070577249,7.09884644734883,8.367222222,8.333333333,7.36311313,3.880462,8.33906947,5,1.841470269,2.5,8.863488396,8.879724276
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.13280149,5.915793568,6.742802142,2.963671146,6.097657392,2.5,8.039360643,7.833333333,8.661111111,1.666666667,8.338123092,3.4,8.358280697,10,10,5,9.947109559,10
8.564688893,7.823669804,9.542025499,8.24178914,6.041132393,10,9.476190476,10,9.694444444,10,9.695758554,7.7,9.264770773,10,10,10,10,9.945857779
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.625039332,4.515153942,6.626663231,2.0519776,7.063804296,5,7.797619048,6.833333333,8.388888889,5,6.193902557,3.730815,2.097049616,10,10,7.5,9.923290282,10
5.248494971,4.868570457,5.90257747,2.204465886,5.960006946,5,6.797619048,6.416666667,8.57962963,6.666666667,5.497134282,3.458729,6.126527762,5,0,0,9.670674291,9.820367795
7.254971138,8.681100297,8.82216232,6.346250615,7.87994871,10,9.142857143,8.833333333,7.994444444,10,9.529466613,6.7,8.58839984,10,10,10,10,10
5.666215228,6.546977908,8.128478336,6.453104757,4.547834188,10,4.529327268,1.25,5.33,3.333333333,8.408085968,4.7,9.559332572,5,10,10,9.996728708,9.994564622
6.901927597,6.643340325,7.867336406,4.302185983,7.28761425,10,8.30952381,8.083333333,7.692962963,10,5.266501472,4.8,0,0,8.188629475,2.5,9.368989776,8.939902824
4.651096118,5.09698209,7.626111064,1.429654546,6.993646818,7.5,5.4197608,5.9689069499035,7.845,3.333333333,6.81661536,3.309082,4.288768899,5,5.936414247,2.5,8.288435349,9.91386965
6.072794238,4.866389944,4.925387562,2.55822683,5.00339197,7.5,8.035714286,5.666666667,8.789259259,6.666666667,7.684342321,3.93488,6.053026962,10,10,5,10,10
6.79370799,8.258244999,7.411181059,6.260804002,8.115924026,10,9.0625,9.38833796685195,9.721666667,8.333333333,8.458820558,6.165984,5.376461675,10,10,10,10,10
6.020162081,6.305856036,6.397586125,2.502268303,6.291508492,5,7.962446645,5.333333333,7.984074074,6.666666667,6.593958299,3.8,4.948541564,5,10,5,10,10
7.055964951,7.565461208,8.091470889,5.716674996,5.167138163,10,5.8125,9.28655827893894,8.036666667,10,9.782496881,5.6,9.347490642,10,10,10,10,10
7.150314507,8.200869796,9.299719633,6.727671978,7.319824892,10,9.44047619,9,8.938888889,10,9.722382792,7.118284,9.667148377,10,10,7.5,10,10
7.471200261,7.873430002,9.136792943,6.288622049,5.267697147,10,9.55952381,10,8.932592593,10,9.828500731,7.3,9.562539321,10,10,10,10,9.614814355
8.555088096,8.410422818,9.365651656,8.785697395,4.281930197,10,9.761904762,10,9.16,10,9.808628735,8.6,9.607115216,10,10,10,10,9.927188279
6.684718642,7.631419393,5.911611194,4.370823346,7.70565264,10,7.511904762,7,8.132962963,6.666666667,6.687600918,5.1,0.062802755,10,10,10,10,10
